-0.593267,0.632,0.762005,0.215141,3.02961,-0.466714,-2.92338,0.549932,0.844456,-0.956437,0.658845,-3.04687,-0.0905049,2.7232,-0.00366855,0.15434,2.35708,-0.255832,0.0513849,2.38965,0.314149,0.163899,2.34049,-0.393631,-0.119116,2.57707,0.504238,0.304581,2.54991,-0.160583,0.278975,2.21532,0.144594,0.273433,2.19315,-0.0920147,-0.482577,2.71886,0.106535,-0.422614,2.68739,-0.0745664,-0.125462,2.48173,0.0550946,-0.12433,2.47638,-0.0892201,-0.867555,2.81184,0.118912,-0.889041,2.82843,-0.451737,0.919278,-0.118489,-0.0895374,-0.424049,-0.684714,0.585946,-0.701679,1.21939,0.786789,-0.463848,-0.119503,0.67179,0.565033,-0.477151,1.66946,0.25616,-0.901465,0.0226812,0.426959,0.067473,0,0,0,39
-0.610141,0.627398,0.769291,0.1975,3.02885,-0.474384,-2.92415,0.561437,0.842922,-0.962956,0.65616,-3.0461,-0.0897379,2.72128,-0.00524693,0.155144,2.35641,-0.263596,0.0521442,2.38546,0.333707,0.196032,2.32769,-0.416843,-0.117985,2.57192,0.524416,0.355427,2.51166,-0.162608,0.279432,2.2158,0.145134,0.277313,2.194,-0.0954954,-0.45844,2.7046,0.107022,-0.424119,2.68787,-0.075311,-0.124593,2.48137,0.0540985,-0.122309,2.47606,-0.0888239,-0.866476,2.81153,0.114089,-0.84121,2.98548,-0.440132,0.925805,-0.132705,-0.106962,-0.445738,-0.688183,0.562388,-0.7093,1.28054,0.808627,-0.448517,-0.0560268,0.689549,0.565877,-0.476915,1.66975,0.254878,-0.901942,0.0239861,0.425838,0.0677262,0,3,2,37
-0.632,0.621646,0.777728,0.17449,3.03038,-0.488189,-2.92607,0.578311,0.839854,-0.972544,0.653092,-3.0461,-0.0954903,2.7209,-0.00697138,0.156065,2.3555,-0.274069,0.0592229,2.37812,0.348947,0.227187,2.31966,-0.430272,-0.123774,2.55623,0.562186,0.459844,2.49638,-0.164651,0.280072,2.21661,0.145057,0.282506,2.1947,-0.0946384,-0.467991,2.71174,0.110226,-0.4664,2.71312,-0.076423,-0.123283,2.48046,0.0527911,-0.119842,2.47579,-0.088181,-0.865753,2.81134,0.10867,-0.82914,2.97138,-0.428719,0.932386,-0.144709,-0.120646,-0.464103,-0.691064,0.540817,-0.712576,1.33953,0.82467,-0.435516,0.000709522,0.706875,0.557362,-0.476916,1.66983,0.253612,-0.90218,0.0246865,0.424724,0.0712096,0,3,2,37
-0.636986,0.620112,0.780029,0.168738,3.02923,-0.491257,-2.9276,0.581762,0.839471,-0.974461,0.651942,-3.0461,-0.0977913,2.71936,-0.00776414,0.156512,2.35532,-0.285283,0.0622428,2.37299,0.356102,0.247877,2.31453,-0.447097,-0.122776,2.54691,0.581297,0.514171,2.46064,-0.166781,0.281087,2.21726,0.144967,0.287397,2.19515,-0.0946684,-0.469564,2.71282,0.110176,-0.466157,2.71314,-0.0771756,-0.121704,2.47971,0.0521744,-0.118345,2.47661,-0.0872958,-0.864304,2.81033,0.121087,-0.875367,2.81633,-0.420507,0.937005,-0.151942,-0.131026,-0.475386,-0.693604,0.525123,-0.71297,1.38133,0.832931,-0.426085,0.0384829,0.719177,0.547499,-0.477076,1.66987,0.252855,-0.901696,0.0250996,0.425439,0.0729076,0,0,0,35
-0.659228,0.61551,0.789233,0.146495,3.02923,-0.503913,-2.92722,0.597486,0.837554,-0.982898,0.648874,-3.04649,-0.10201,2.71898,-0.00776414,0.156512,2.35532,-0.285283,0.0622428,2.37299,0.356102,0.247877,2.31453,-0.447097,-0.122776,2.54691,0.581297,0.514171,2.46064,-0.166781,0.281087,2.21726,0.144967,0.287397,2.19515,-0.0946684,-0.469564,2.71282,0.110176,-0.466157,2.71314,-0.0771756,-0.121704,2.47971,0.0521744,-0.118345,2.47661,-0.0872958,-0.864304,2.81033,0.121087,-0.875367,2.81633,-0.412557,0.941119,-0.157859,-0.140179,-0.486201,-0.694648,0.511296,-0.711537,1.42057,0.838493,-0.416946,0.0737641,0.730777,0.535424,-0.477568,1.66995,0.252104,-0.901688,0.0264608,0.425073,0.0746399,0,1,0,40
-0.685306,0.608607,0.798054,0.1185,3.03038,-0.520019,-2.93029,0.617044,0.83717,-0.993636,0.644655,-3.04649,-0.108913,2.71515,-0.00976437,0.159276,2.35535,-0.293432,0.0634749,2.36588,0.397965,0.334241,2.29109,-0.465452,-0.129075,2.52502,0.575139,0.590178,2.38108,-0.169702,0.282112,2.21837,0.145537,0.29738,2.19671,-0.094443,-0.472388,2.71517,0.108641,-0.421286,2.6846,-0.0768187,-0.119423,2.47975,0.0518176,-0.111978,2.47833,-0.0855583,-0.86393,2.81025,0.118464,-0.887546,2.83626,-0.397355,0.948162,-0.165861,-0.154872,-0.501348,-0.696833,0.488967,-0.704192,1.48988,0.842392,-0.404484,0.136087,0.7483,0.507859,-0.478886,1.67024,0.250845,-0.900938,0.025743,0.426519,0.0756884,0,1,0,40
-0.690675,0.60784,0.799971,0.113131,3.03038,-0.523854,-2.93105,0.620879,0.837554,-0.995554,0.643888,-3.04687,-0.110063,2.71361,-0.0107122,0.160414,2.35572,-0.294779,0.0645154,2.36185,0.393404,0.331333,2.28802,-0.475753,-0.128566,2.51676,0.573354,0.615618,2.35153,-0.171948,0.282753,2.21953,0.145842,0.302292,2.19775,-0.0952409,-0.461262,2.70946,0.108654,-0.421863,2.68536,-0.0771613,-0.117951,2.48006,0.0508909,-0.10863,2.48009,-0.0849056,-0.863383,2.81006,0.123671,-0.873832,2.8165,-0.387883,0.951878,-0.168662,-0.163447,-0.507617,-0.698994,0.476464,-0.699808,1.51938,0.841504,-0.399938,0.1625,0.755636,0.492603,-0.479819,1.67026,0.250097,-0.900523,0.0261558,0.427141,0.076972,1,1,0,35
-0.71752,0.601704,0.808791,0.0862864,3.02961,-0.540728,-2.93335,0.641971,0.834869,-1.00591,0.640821,-3.0461,-0.115049,2.71285,-0.0113673,0.161724,2.35641,-0.297564,0.0655182,2.35641,0.384572,0.329871,2.28,-0.476648,-0.133151,2.50507,0.569689,0.654366,2.32133,-0.173238,0.283042,2.22021,0.145542,0.307303,2.19784,-0.0946123,-0.468666,2.71542,0.109229,-0.428177,2.69037,-0.076581,-0.116695,2.48114,0.0509822,-0.106022,2.48118,-0.084333,-0.863436,2.81003,0.123925,-0.892212,2.82349,-0.38102,0.95417,-0.169748,-0.168135,-0.510221,-0.700383,0.469967,-0.693477,1.55338,0.839048,-0.396427,0.195209,0.761148,0.474756,-0.481095,1.67033,0.249171,-0.900101,0.0264927,0.428054,0.076725,0,2,0,36
-0.733243,0.597869,0.814544,0.0701796,3.03076,-0.550316,-2.93566,0.654243,0.835636,-1.01089,0.638903,-3.04649,-0.118117,2.71131,-0.0114891,0.16301,2.35699,-0.297339,0.0646886,2.35425,0.38152,0.332147,2.27524,-0.48375,-0.13483,2.49863,0.56381,0.665255,2.29658,-0.174483,0.283531,2.22076,0.145962,0.310799,2.19841,-0.0947114,-0.473166,2.71863,0.109265,-0.42783,2.69034,-0.07531,-0.115468,2.48218,0.0522313,-0.103056,2.48231,-0.0839854,-0.866501,2.81566,0.124374,-0.891879,2.82339,-0.372308,0.956805,-0.170061,-0.176901,-0.510704,-0.703046,0.462184,-0.686812,1.5818,0.836118,-0.39473,0.220467,0.765012,0.458628,-0.482583,1.67031,0.248152,-0.899629,0.0273213,0.428806,0.0777664,1,3,0,35
-0.743981,0.595568,0.817228,0.0594418,3.03115,-0.556452,-2.93642,0.66383,0.832952,-1.01511,0.637753,-3.04687,-0.121951,2.71054,-0.0114615,0.166003,2.35774,-0.298173,0.0642815,2.35214,0.384242,0.33932,2.26719,-0.482541,-0.139988,2.49001,0.560204,0.685481,2.27788,-0.175625,0.283937,2.22155,0.145822,0.313756,2.19879,-0.0947342,-0.473549,2.71914,0.109472,-0.427129,2.69082,-0.0722934,-0.110672,2.48254,0.0541148,-0.0991045,2.48323,-0.0838318,-0.866305,2.81613,0.12562,-0.877937,2.81596,-0.362038,0.959444,-0.169229,-0.186381,-0.50883,-0.706104,0.455819,-0.678721,1.61058,0.832759,-0.400259,0.248398,0.766643,0.436291,-0.484335,1.67022,0.246988,-0.89862,0.0275312,0.430803,0.0783209,1,3,0,35
-0.769291,0.588665,0.824898,0.0322136,3.0323,-0.572942,-2.93719,0.684539,0.831801,-1.02278,0.633918,-3.04649,-0.127704,2.70709,-0.0119647,0.167724,2.35854,-0.297791,0.0638892,2.34841,0.383822,0.340879,2.26759,-0.486926,-0.140687,2.47882,0.560173,0.691658,2.26105,-0.176716,0.284811,2.22223,0.145769,0.313645,2.19875,-0.0947329,-0.474377,2.72008,0.109576,-0.425981,2.69071,-0.0721058,-0.109405,2.48326,0.0542905,-0.0973615,2.48357,-0.0847154,-0.86635,2.81741,0.124654,-0.881274,2.8189,-0.356134,0.960794,-0.168479,-0.19211,-0.505854,-0.708581,0.4529,-0.674234,1.62465,0.831253,-0.404017,0.260611,0.766078,0.426587,-0.485498,1.67021,0.246291,-0.898047,0.0284484,0.431723,0.0794899,3,1,1,34
-0.790384,0.584447,0.829884,0.0103544,3.03383,-0.587131,-2.93949,0.70218,0.830651,-1.03007,0.631617,-3.04649,-0.13384,2.70594,-0.012401,0.169957,2.35964,-0.29809,0.0632142,2.34554,0.384831,0.345079,2.26537,-0.486646,-0.146402,2.47495,0.559924,0.69098,2.24879,-0.178287,0.285811,2.22329,0.145725,0.318598,2.19913,-0.0942345,-0.479645,2.72401,0.10971,-0.42579,2.69099,-0.0716746,-0.106779,2.48449,0.0545937,-0.0948513,2.48419,-0.0838608,-0.873694,2.82605,0.124996,-0.882171,2.81932,-0.347246,0.962588,-0.16652,-0.202602,-0.502479,-0.710871,0.448475,-0.667333,1.64291,0.829882,-0.408292,0.273641,0.764307,0.417436,-0.486905,1.67034,0.244936,-0.897332,0.0265904,0.433826,0.0766985,3,1,1,34
-0.796136,0.582529,0.831034,0.00575243,3.03536,-0.591733,-2.94026,0.705631,0.829117,-1.03084,0.630466,-3.0461,-0.136524,2.70518,-0.0129521,0.171469,2.36009,-0.29788,0.0625093,2.34216,0.431791,0.416911,2.23411,-0.482851,-0.151981,2.46698,0.563941,0.694937,2.23644,-0.179006,0.286425,2.2239,0.145556,0.321397,2.19932,-0.0942109,-0.479618,2.72405,0.10993,-0.42426,2.69084,-0.071694,-0.104833,2.48481,0.0545621,-0.0930836,2.48474,-0.0846539,-0.867799,2.81931,0.125292,-0.875552,2.81393,-0.341059,0.963685,-0.16479,-0.212213,-0.50174,-0.71131,0.444141,-0.662399,1.65407,0.82929,-0.414004,0.282999,0.760764,0.412009,-0.488603,1.67026,0.24356,-0.896676,0.0275717,0.43495,0.0776604,0,1,0,37
-0.82183,0.57716,0.835636,-0.0199418,3.0392,-0.610524,-2.94256,0.726723,0.82835,-1.03697,0.627782,-3.04687,-0.144961,2.70479,-0.0132906,0.173508,2.36097,-0.29859,0.0622744,2.34086,0.431362,0.417509,2.23358,-0.482152,-0.157196,2.46443,0.558898,0.717491,2.227,-0.180095,0.287355,2.22491,0.145081,0.324382,2.19996,-0.0941495,-0.479573,2.72409,0.109956,-0.424537,2.69141,-0.0715076,-0.101952,2.4855,0.0547614,-0.0911379,2.48505,-0.0845312,-0.867749,2.81945,0.125123,-0.883872,2.82262,-0.336047,0.964538,-0.163187,-0.22009,-0.500492,-0.711995,0.440603,-0.658018,1.66283,0.829197,-0.418772,0.289441,0.757661,0.408416,-0.490492,1.66991,0.242231,-0.895957,0.0293595,0.435994,0.0794275,0,1,0,37
-0.841772,0.572175,0.839087,-0.041801,3.04188,-0.626631,-2.94524,0.743214,0.826432,-1.04119,0.625097,-3.0461,-0.151097,2.70402,-0.0132906,0.173508,2.36097,-0.29859,0.0622744,2.34086,0.431362,0.417509,2.23358,-0.482152,-0.157196,2.46443,0.558898,0.717491,2.227,-0.180095,0.287355,2.22491,0.145081,0.324382,2.19996,-0.0941495,-0.479573,2.72409,0.109956,-0.424537,2.69141,-0.0715076,-0.101952,2.4855,0.0547614,-0.0911379,2.48505,-0.0845312,-0.867749,2.81945,0.125123,-0.883872,2.82262,-0.33316,0.965055,-0.162224,-0.225761,-0.499617,-0.712311,0.438211,-0.655103,1.66776,0.829159,-0.421482,0.292235,0.755304,0.408004,-0.492577,1.66933,0.240712,-0.89506,0.0379514,0.434958,0.0907659,1,3,0,32
